name,id,artists,genres,explicit,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Crayon,4CluCFFy6i1MUL1cYdoCif,['G-DRAGON'],"{'k-rap', 'k-pop'}",False,2013-11-06,52,0.718,0.934,11,-3.787,0,0.169,0.046,0.0,0.687,0.308,132.019,196920
Ice Cream Cake,5vCuawHQ8Poch1odz9JDpB,['Red Velvet'],"{'k-pop girl group', 'k-pop'}",False,2015-03-17,60,0.58,0.935,9,-3.348,1,0.189,0.0318,0.0,0.0977,0.603,172.023,191440
You’re Pitiful,6ssSzCx8vxqkYenaxJuObQ,['FIESTAR'],"{'k-pop girl group', 'k-pop'}",False,2015-03-04,43,0.786,0.851,4,-2.95,0,0.0457,0.324,0.0,0.0904,0.67,120.037,230123
Love Equation,5bhyVuVfBsLBkQl2LCz9I5,['VIXX'],"{'k-pop boy group', 'k-pop'}",False,2015-02-24,31,0.713,0.969,10,-2.789,1,0.0433,0.291,0.0,0.374,0.846,132.012,209182
Black Swan,24NuEDgyRIljwSyY0lsr7b,['BTS'],"{'k-pop boy group', 'k-pop'}",False,2020-01-17,76,0.719,0.758,2,-5.167,0,0.0851,0.137,0.0,0.129,0.49,147.023,198261
too very so MUCH,3bwldlnG87pSrAxBbwDXmb,['MYNAME'],"{'k-pop boy group', 'k-pop'}",False,2015-02-12,28,0.757,0.942,11,-2.645,0,0.12,0.172,0.0,0.0813,0.629,96.988,195657
Stupid Liar,7c7h2a6rgCtVixxSzaAY49,['BIGBANG'],"{'k-pop boy group', 'k-pop'}",False,2011,47,0.624,0.81,0,-4.322,1,0.0337,0.0619,0.0,0.105,0.491,127.926,234787
"Sorry, I'm Happy",7GRNhrpcXfrRql3NoLP03R,['Davichi'],"{'korean pop', 'k-pop'}",False,2015-01-21,24,0.629,0.747,10,-3.956,1,0.041,0.502,0.0,0.18,0.228,119.969,236446
Shiroi Kiseki,2NfSHMTVjUoQDYS5DCyptU,['B1A4'],"{'k-pop boy group', 'k-pop'}",False,2018-02-21,9,0.592,0.625,1,-8.658,1,0.0328,0.177,2.09e-05,0.0684,0.422,119.954,244547
Glass Bead,2rFRa1eJ8RqlINbJCZwdtt,['GFRIEND'],"{'k-pop girl group', 'k-pop'}",False,2015-01-15,54,0.695,0.87,6,-2.66,1,0.0359,0.2,0.0,0.0512,0.697,114.022,203482
Crazy (Guilty Pleasure) [feat. IRON],4z1xOpkYXm1My9JwNMdtIF,['JONGHYUN'],"{'korean pop', 'k-pop'}",False,2015-01-12,41,0.447,0.882,1,-3.772,1,0.37,0.0697,0.0,0.0958,0.628,180.971,221183
The Winter's Tale,2vB31lIPJPHBfjOkgW1CQr,['BTOB'],"{'k-pop boy group', 'k-pop'}",False,2014-12-22,32,0.681,0.783,11,-4.056,1,0.0361,0.159,0.0,0.285,0.662,115.013,259030
Candy Jelly Love,0zeVK5QootqFfVKQQ5thFu,['Lovelyz'],"{'korean pop', 'k-pop girl group', 'k-pop'}",False,2014-11-17,34,0.783,0.896,7,-3.125,1,0.0562,0.395,0.0,0.11,0.902,119.984,224411
하지하지마 Stop stop it,5DMJmSSOWD6Zx0Jg0TXEB6,['GOT7'],"{'k-pop boy group', 'k-pop'}",False,2014-11-28,53,0.577,0.612,7,-3.804,1,0.0459,0.00886,0.0,0.0524,0.686,178.314,196701
Good Night Like Yesterday,1uaYyZVXhGU5PgyFl54fS0,['Lovelyz'],"{'korean pop', 'k-pop girl group', 'k-pop'}",False,2014-11-17,34,0.638,0.716,5,-4.893,1,0.0308,0.133,7.63e-05,0.0834,0.632,159.998,221267
I'm not a boy not yet a man,7yu1ssNuY2P49jqxWatp5C,['CROSS GENE'],"{'k-pop boy group', 'k-pop'}",False,2015-04-13,21,0.689,0.935,0,-2.962,0,0.0799,0.427,0.0,0.144,0.76,101.936,231880
나타나 주라 Over the Destiny,4P0jpleMuX0EGoHM0TD32w,['2AM'],"{'korean pop', 'k-pop'}",False,2014-10-30,27,0.522,0.444,4,-6.737,1,0.0296,0.696,1.89e-06,0.117,0.138,118.013,264848
오늘따라 days like today,1laTW1bfgX6H1cEf35FqhZ,['2AM'],"{'korean pop', 'k-pop'}",False,2014-10-30,23,0.679,0.5,0,-6.698,1,0.03,0.671,1.66e-05,0.372,0.381,87.945,225006
War of Hormone,3D26URfsMlCNaa51mj9jOt,['BTS'],"{'k-pop boy group', 'k-pop'}",False,2014-08-20,64,0.612,0.993,9,-1.895,1,0.24,0.116,0.0,0.307,0.487,98.004,265602
Born Hater,5U7tpgpGPatDwrpUn5MuZg,"['Epik High', 'Beenzino', 'Verbal Jint', 'B.I', 'MINO', 'Bobby']","{'korean pop', 'k-rap', 'k-indie', 'k-pop'}",False,2014-10-22,48,0.788,0.776,10,-5.516,0,0.315,0.0271,0.0,0.313,0.87,97.97,327127
12:30,0uvl4TuFhdWZshHX9Hd6kI,['Beast'],"{'k-pop boy group', 'k-pop'}",False,2014-10-20,47,0.637,0.792,1,-2.932,1,0.033,0.346,0.0,0.0743,0.536,99.909,233848
Be Natural,41qLzxymjkp0R5vl3REb1S,"['Red Velvet', 'TAEYONG']","{'k-pop girl group', 'k-pop'}",False,2014-10-13,49,0.58,0.868,10,-1.195,0,0.316,0.123,0.0,0.302,0.772,178.002,280451
You're So Fly,5MYdcegiD7t4fgp8YEdyGD,['BTOB'],"{'k-pop boy group', 'k-pop'}",False,2014-09-29,35,0.818,0.889,11,-1.359,0,0.0793,0.102,0.0,0.366,0.963,115.976,206106
I`m Fine Thank You,3M3qFIT3WOp9njyqj5LqZL,"[""LADIES' CODE""]","{'k-pop girl group', 'k-pop'}",False,2013-09-05,30,0.661,0.516,5,-4.868,0,0.029,0.265,0.0,0.0686,0.479,81.98,241294
The Gangnam Avenue,0XY2NKMssAcuYluSmsNZeq,['Orange Caramel'],"{'k-pop girl group', 'k-pop'}",False,2014-08-18,29,0.567,0.998,4,-2.818,1,0.076,0.00993,6.52e-06,0.0625,0.25,140.095,196156
Pit-a-Pat,5w3R1N8AV5Xa5wHuoQ2srY,['TWICE'],"{'k-pop girl group', 'k-pop'}",False,2016-10-24,42,0.663,0.882,7,-2.54,1,0.144,0.123,0.00013,0.318,0.612,178.03,207507
My Copycat,37jsbSR1kLHfNWOjwFnTlD,['Orange Caramel'],"{'k-pop girl group', 'k-pop'}",False,2014-08-18,44,0.746,0.951,6,-1.506,1,0.1,0.0932,0.00061,0.0576,0.836,128.994,200160
Color ring (4 ver.),20e7tNjJ1pcos8X5g8U1QV,['WINNER'],"{'k-pop boy group', 'k-pop'}",False,2020-04-09,40,0.571,0.761,2,-6.239,1,0.0633,0.484,0.0,0.0709,0.398,139.927,235152
Go Your Way,5CKEQUucs3M5To1LqfC8Qq,['Stella Jang'],"{'korean pop', 'k-indie', 'k-pop', 'korean city pop'}",False,2020-04-07,30,0.918,0.115,10,-11.39,1,0.208,0.16,0.0,0.0745,0.479,96.003,116000
어젯밤 이야기 [Eojetbam Iyagi] : Last night story,0EOWckhigz9Fd2qS5Foiqh,['IU'],{'k-pop'},False,2017-09-22,45,0.599,0.786,6,-4.795,0,0.0573,0.0904,0.000474,0.0247,0.631,170.855,233051
Hot Baby,1sxsrTcoeJlLL7qbfM2bjX,['BESTie'],"{'k-pop girl group', 'k-pop'}",False,2014-07-28,28,0.757,0.871,7,-2.629,1,0.08,0.208,0.0,0.373,0.467,128.032,205389
Touch my body,5crARIrvoMiMf2AdlD78WN,['SISTAR'],"{'korean pop', 'k-pop girl group', 'k-pop'}",False,2014-07-21,59,0.633,0.915,9,-2.347,1,0.106,0.0437,0.0,0.107,0.622,128.033,206500
SOLO DAY,58wbNn4eEsvAqTz4JJxn9L,['B1A4'],"{'k-pop boy group', 'k-pop'}",False,2014-07-14,41,0.666,0.901,0,-4.018,1,0.102,0.116,0.0,0.271,0.593,119.945,199040
Good Bye Bye,7pzSzXBmYzO7qTKODtFDeL,"[""NU'EST""]","{'korean pop', 'k-pop boy group', 'k-pop'}",False,2014-07-09,38,0.591,0.899,11,-2.974,0,0.109,0.0174,0.0,0.127,0.341,127.961,207891
Amazing -Bad Lady-,5rXRiLBhVCjuCJ1B76DuTl,['CROSS GENE'],"{'k-pop boy group', 'k-pop'}",False,2015-04-13,30,0.562,0.871,10,-3.497,0,0.0678,0.00954,1.39e-06,0.119,0.777,156.104,167600
U Beauty,5HOMZP6J1KtefNjhyExvbT,['100%'],"{'k-pop boy group', 'k-pop'}",False,2014-07-07,21,0.637,0.904,1,-3.019,0,0.0604,0.084,0.0,0.159,0.784,125.018,195272
So Into U,183rP1cwTfACvHVl2pxy5L,['f(x)'],"{'k-pop girl group', 'k-pop'}",False,2011-04-20,23,0.537,0.702,7,-3.67,0,0.0323,0.326,0.0,0.332,0.413,77.513,215880
Short Hair,05G51ez5Z73NRE0l2QtZfH,['AOA'],"{'k-pop girl group', 'k-pop'}",False,2014-06-19,48,0.743,0.883,11,-2.016,1,0.0374,0.307,0.0,0.304,0.881,109.979,214589
Mr-Ambiguous,0j5vNjUquRktzFqZexjADt,['MAMAMOO'],"{'k-pop girl group', 'k-pop'}",False,2014-06-18,51,0.752,0.852,7,-3.451,1,0.0799,0.418,0.0,0.233,0.772,124.938,221489
2 years apart,1GlFf1f1fkvAs0Ni3UCk64,['Eddy Kim'],"{'korean pop', 'k-pop'}",False,2014-04-11,32,0.791,0.383,11,-7.9,0,0.145,0.326,1.53e-06,0.106,0.724,104.959,231288
Obsession,7fK0csBoqbcgUuWGV0cpoD,['EXO'],"{'k-pop boy group', 'k-pop'}",False,2019-11-27,71,0.704,0.729,7,-3.851,1,0.0624,0.0024,0.0,0.218,0.71,129.992,203520
Last Romeo,4logEnZaIjQCGTJIxxGAZq,['INFINITE'],"{'k-pop boy group', 'k-pop'}",False,2014-05-21,43,0.601,0.972,11,-1.316,0,0.0575,0.0598,1.01e-06,0.269,0.757,122.083,196820
Abing abing,5GvdqsZZlGJwhfFK0mZDGP,['Orange Caramel'],"{'k-pop girl group', 'k-pop'}",False,2014-05-20,33,0.759,0.968,5,-1.575,0,0.0475,0.0862,0.000396,0.0481,0.783,127.983,190480
Good-night Kiss,5ZRSZ26QTuFi4AjOLy6Wcp,['Jun Hyo Seong'],{'k-pop'},False,2014-05-12,38,0.73,0.793,7,-4.605,1,0.0889,0.0676,0.0,0.393,0.716,132.987,205584
Hate You - Live,1tzFYvChIplg3ZB4r93VHE,['2NE1'],"{'k-pop girl group', 'k-pop', 'dance pop'}",False,2012-12-04,14,0.699,0.819,11,-4.309,0,0.0492,0.00566,0.00301,0.924,0.626,125.099,199400
Just One Day,4ZSLc2F15wKVPjyLt169tt,['BTS'],"{'k-pop boy group', 'k-pop'}",False,2014-02-12,69,0.504,0.712,9,-4.705,1,0.379,0.175,0.0,0.377,0.307,189.577,239470
UH-EE,5hgr14IyY776gLw3RCmcZz,['Crayon Pop'],"{'k-pop girl group', 'k-pop'}",False,2016-09-26,35,0.804,0.988,1,-2.998,1,0.0444,0.00218,0.0571,0.0671,0.836,145.041,193254
Mr. Chu,6fT9eZYgSvhu9v8wzrZkdG,['Apink'],"{'k-pop girl group', 'k-pop'}",False,2014-03-31,51,0.769,0.837,2,-3.499,1,0.0631,0.359,0.0,0.238,0.584,120.005,214750
Whatcha Doin' Today,4zPF7ERedaIZGDIxnE1KVH,['4Minute'],"{'k-pop girl group', 'k-pop'}",False,2014-03-17,48,0.817,0.95,11,-1.991,0,0.0458,0.185,0.0,0.337,0.97,133.041,206028
Catallena,5fWKr5p15BTazjflJ6HX5j,['Orange Caramel'],"{'k-pop girl group', 'k-pop'}",False,2014-03-12,53,0.69,0.931,4,-2.061,0,0.0298,0.0325,4.37e-05,0.199,0.957,126.983,193154
Come Back Home,4nwka1iX4tB0vykphXa9ae,['BTS'],"{'k-pop boy group', 'k-pop'}",False,2017-07-04,60,0.648,0.881,11,-4.42,0,0.081,0.00155,1.11e-06,0.113,0.457,100.011,244588
Thank u very much,54sCxok4RWSUX9v0kDnRWy,['BESTie'],"{'k-pop girl group', 'k-pop'}",False,2014-07-28,30,0.795,0.859,11,-2.83,1,0.0436,0.0572,0.0,0.352,0.761,107.013,192800
Mr.Mr.,3JaMGQXJmtbAhvgl0nBPPN,"[""Girls' Generation""]","{'j-idol', 'k-pop girl group', 'k-pop'}",False,2014-02-24,59,0.701,0.964,4,-2.037,0,0.127,0.114,9.34e-06,0.153,0.484,113.058,235434
Arario - K-Traditional Ver.,7L8jWgXjbDVSgybPHq7PrU,['ToppDogg'],"{'k-pop boy group', 'k-pop'}",False,2014-01-01,34,0.569,0.955,8,-1.224,1,0.191,0.0289,0.0,0.253,0.558,172.111,192885
Boy in Luv,0i0hqOQdyFFd4cR5s32w8x,['BTS'],"{'k-pop boy group', 'k-pop'}",False,2014-05-14,68,0.491,0.947,0,-2.252,1,0.306,0.00262,0.0,0.34,0.473,166.247,230778
1004 - Angel,3BBOgNp88aV5wV6hJjyS01,['B.A.P'],"{'k-pop boy group', 'k-pop'}",False,2018-11-28,21,0.615,0.874,11,-3.646,0,0.0381,0.278,0.0,0.183,0.767,126.98,207333
Miniskirt,6Yj8kVuVR3UPxx9r5eFEoV,['AOA'],"{'k-pop girl group', 'k-pop'}",False,2014-01-16,58,0.758,0.858,5,-2.502,1,0.0464,0.43,0.0,0.201,0.963,119.992,179808
Don't be happy,3Q5oL2Zyq0QV5U78f8D1kR,"['MAMAMOO', 'BUMKEY']","{'korean pop', 'k-pop girl group', 'k-pop'}",False,2013-01-09,44,0.769,0.666,11,-4.109,0,0.086,0.444,0.0,0.3,0.602,102.003,216999
Thank You for My Love,3m0M4vCI5W4R95ZOX2Q3uF,['VIXX'],"{'k-pop boy group', 'k-pop'}",False,2013-11-25,24,0.567,0.659,2,-5.298,1,0.0334,0.268,0.0,0.109,0.297,81.993,256772
MORE & MORE,3omvXShuRPM3zbDpWYqf5g,['TWICE'],"{'k-pop girl group', 'k-pop'}",False,2020-06-01,81,0.739,0.841,5,-4.162,1,0.06,0.0312,0.0,0.173,0.562,106.99,199653
Zzang Christmas (feat.Yoo Sae Yoon),1maULN53nxXtDP6MKqP17H,['BESTie'],"{'k-pop girl group', 'k-pop'}",False,2013-12-17,5,0.627,0.878,6,-2.462,1,0.0574,0.475,0.0,0.298,0.695,148.022,202031
Miracles in December - Chinese Version,7E6DGBjglm97F16qvdJYbX,['EXO'],"{'k-pop boy group', 'k-pop'}",False,2013-12-09,35,0.597,0.305,8,-7.88,1,0.0328,0.686,0.0,0.165,0.232,119.789,273288
Three Dopeboyz,6TWlfF0NDu8fJoBIgZCr0w,"['Dynamicduo', 'Zion.T']","{'k-rap', 'k-indie', 'korean r&b', 'korean pop', 'k-pop'}",False,2013-07-01,39,0.677,0.757,7,-5.847,1,0.258,0.0776,0.0,0.311,0.633,101.297,254400
Love Options,1FakZVUIMvQfLzUlYfmSAz,['BESTie'],"{'k-pop girl group', 'k-pop'}",False,2014-07-28,37,0.756,0.899,7,-3.184,0,0.031,0.0627,0.0,0.118,0.914,122.98,192070
"Girls, why? (Feat. OKDAL)",25s0Y2mn5ZnWmCAJdK2BOl,"['VIXX', 'OKDAL']","{'korean pop', 'k-pop boy group', 'k-indie', 'k-pop'}",False,2013-10-11,22,0.717,0.756,11,-4.733,1,0.0422,0.282,0.0,0.0916,0.568,120.047,213063
Very Good,51tTndblt6ycaAonSkrmov,['Block B'],"{'k-pop boy group', 'korean r&b', 'k-pop'}",False,2013-10-02,46,0.651,0.911,8,-1.887,1,0.0563,0.0116,0.0,0.229,0.788,135.992,200000
Dancing Queen 2.0,3XSVvAahOSahEU2Ngxd4OF,['Crayon Pop'],"{'k-pop girl group', 'k-pop'}",False,2016-09-26,27,0.742,0.953,5,-2.085,1,0.0516,0.0295,0.186,0.325,0.904,129.957,200594
Pretty Pretty,4toxxD0D1tAAZPqbA8zsCX,['PENTAGON'],"{'k-pop boy group', 'k-pop'}",False,2016-12-07,37,0.715,0.92,7,-4.998,1,0.146,0.123,0.0,0.121,0.707,105.034,189042
Damaged Lady,1X1Z8YnSOYkgzWBEYGoF2M,['KARA'],"{'j-idol', 'k-pop girl group', 'k-pop'}",False,2013-09-02,40,0.591,0.938,6,-2.799,0,0.0764,0.0539,3.13e-05,0.0579,0.762,92.98,186070
Boys Meet U,13SBKaDcDhmVkYKDUocBFN,['SHINee'],"{'k-pop boy group', 'k-pop'}",False,2018-04-18,29,0.805,0.735,11,-3.0,0,0.0576,0.132,0.0,0.212,0.965,117.954,166827
Growl,23SzJlDeMlVbUNicQ7V2o7,['EXO'],"{'k-pop boy group', 'k-pop'}",False,2013-08-05,43,0.664,0.774,11,-2.601,0,0.0573,0.12,0.0,0.229,0.846,89.996,207053
U R SO CUTE,57hlnC1NdwWakuNCaXFRK2,['24K'],"{'k-pop boy group', 'k-pop'}",False,2013-08-01,20,0.647,0.816,7,-2.568,1,0.0814,0.137,0.0,0.127,0.85,131.964,193578
MOYA,6glpcXkXExtumL9zGeK2uM,['AOA'],"{'k-pop girl group', 'k-pop'}",False,2013-07-26,41,0.902,0.77,1,-3.706,1,0.0516,0.252,0.0,0.0654,0.894,122.993,220356
첫 사랑니 (Rum Pum Pum Pum),22sIPXiQzcPydCC6skPPPq,['f(x)'],"{'k-pop girl group', 'k-pop'}",False,2013-07-29,52,0.774,0.819,11,-2.976,1,0.0383,0.509,1.72e-05,0.239,0.543,119.984,197672
We Are Bulletproof Pt.2,2Kspa0jD2MSkaEdonf4Cnb,['BTS'],"{'k-pop boy group', 'k-pop'}",False,2013-06-12,67,0.754,0.952,8,-5.11,0,0.153,0.00945,6.27e-06,0.189,0.868,144.051,225360
PITAPAT (DKDK),30x5JeY6aI3nIJF6S97Jqp,['fromis_9'],"{'k-pop girl group', 'k-pop'}",False,2018-06-05,50,0.642,0.886,5,-3.471,1,0.154,0.155,0.0,0.0971,0.781,159.918,183377
N.O,1hehPTlSVIhHEvCkVoe4HX,['BTS'],"{'k-pop boy group', 'k-pop'}",False,2013-09-11,63,0.594,0.914,11,-3.764,0,0.167,0.0389,0.0,0.457,0.571,146.885,209752
NoNoNo,5SusX17QvBBkH7WfMbTU0j,['Apink'],"{'k-pop girl group', 'k-pop'}",False,2013-07-05,57,0.74,0.908,4,-2.668,0,0.0327,0.106,0.0,0.0637,0.745,105.996,220099
"Sexy, Free & Single",0NXA8T0dRJGaj4jJ9TfZdD,['SUPER JUNIOR'],"{'k-pop boy group', 'k-pop'}",False,2012-07-01,48,0.75,0.919,1,-3.323,1,0.0327,0.000984,0.0,0.456,0.718,114.944,223882
G.R.8.U,4vaA5d0w2PQ4ciEM5VMvLb,['VIXX'],"{'k-pop boy group', 'k-pop'}",False,2013-07-31,32,0.63,0.894,8,-1.878,0,0.0532,0.109,0.0,0.0753,0.827,115.988,209425
Is It Poppin'?,6Yp2NcLYo4JbwQs4EQ2pO7,['4Minute'],"{'k-pop girl group', 'k-pop'}",False,2013-06-28,38,0.779,0.906,11,-4.074,1,0.0441,0.407,1.74e-06,0.081,0.907,124.953,190198
Bar Bar Bar,4gdCLKxDflDweye4bsfNnW,['Crayon Pop'],"{'k-pop girl group', 'k-pop'}",False,2016-09-26,45,0.931,0.818,2,-2.964,1,0.0445,0.0131,0.697,0.0765,0.856,134.015,180532
Be Ambitious!,65lk7l5kY4qlwn9EF0e5P8,['BVNDIT'],"{'k-pop girl group', 'k-pop'}",False,2019-04-10,24,0.591,0.735,4,-5.229,1,0.0474,0.00285,0.0582,0.186,0.289,118.078,67927
No More Dream,4frlkLwlnm58ejpNwWjxyl,['BTS'],"{'k-pop boy group', 'k-pop'}",False,2013-06-12,68,0.436,0.869,2,-5.174,1,0.472,0.0124,1.6e-06,0.494,0.612,167.766,221593
Black Tinkerbell,4DXPGxI5wGCmypQNcuhmwE,['Chocolat'],"{'shibuya-kei', 'k-pop'}",False,2014-08-13,26,0.771,0.692,4,-3.448,0,0.0325,0.0882,0.0,0.232,0.906,116.988,206341
Smoky Girl,3Gr66dKQP9bH83V9UoCQSb,['MBLAQ'],"{'k-pop boy group', 'k-pop'}",False,2013-08-12,40,0.807,0.599,9,-6.664,0,0.107,0.0483,0.0,0.0759,0.472,129.958,210875
MaMa Beat,1U4riB29aZlHIgFwuP3OKN,"['LC9', 'Gain']",{'k-pop'},False,2013-05-09,20,0.76,0.9,1,-3.845,1,0.18,0.00775,0.0,0.0579,0.774,110.009,197878
YooHoo,16t8Ao3DlWXJZspLvRL9Yo,['Secret'],"{'k-pop girl group', 'k-pop'}",False,2013-04-30,33,0.758,0.892,2,-2.414,1,0.0672,0.11,0.0,0.0463,0.902,151.092,204696
Dreamer (Narr. IU),5iQ8ecI4MBljHL8fDgEDc3,['HISTORY'],"{'k-pop boy group', 'k-pop'}",False,2013-04-26,23,0.719,0.829,0,-5.115,1,0.0347,0.168,0.0,0.155,0.468,111.985,247197
Shaking Heart,3OytMsfKSusJJqJgRUiIYy,['C-CLOWN'],"{'k-pop boy group', 'k-pop'}",False,2013-04-18,32,0.798,0.786,9,-3.308,0,0.0364,0.34,0.0,0.149,0.965,120.039,211801
Man In Love,4CLZtVqnJTaTMiPEiwpO0E,['INFINITE'],"{'k-pop boy group', 'k-pop'}",False,2013-03-21,44,0.605,0.95,6,-2.935,0,0.0784,0.0433,0.0,0.37,0.863,121.986,197213
Bye Bye Happy Days!,6sFlAa9a5x2VFcvSnIXc4r,['KARA'],"{'j-idol', 'k-pop girl group', 'k-pop'}",False,2014-08-28,26,0.649,0.976,4,-3.618,1,0.0524,0.0398,8.22e-05,0.189,0.784,133.004,276506
One Spring Day,2KyaWbVO7zeClGfzxyWroj,['Urban Zakapa'],"{'korean pop', 'k-indie', 'k-pop'}",False,2011-05-17,28,0.466,0.307,5,-6.752,1,0.0358,0.846,0.0,0.101,0.307,139.226,269296
Miss Right,6WAKgjqoVT0nwPkfL04HBl,['BTS'],"{'k-pop boy group', 'k-pop'}",False,2014-05-14,58,0.721,0.835,1,-4.926,1,0.211,0.371,0.0,0.0765,0.855,92.97,241375
Love Recipe,7BEJvbEEJqd7jQEQ1w110U,['Ailee'],"{'korean pop', 'k-pop'}",False,2015-09-30,23,0.652,0.902,1,-2.882,1,0.0393,0.362,4.22e-06,0.0793,0.93,126.985,205400
Gone not around any longer,4TAENzBN2lYuXBF9ZNauwJ,['SISTAR19'],"{'k-pop girl group', 'k-pop'}",False,2013-01-31,46,0.652,0.805,8,-4.399,1,0.0301,0.172,0.0,0.094,0.713,145.977,211096
Just that little thing,4f7p9zqSRiyfcIlYY5MDp5,['MYNAME'],"{'k-pop boy group', 'k-pop'}",False,2013-01-25,21,0.678,0.964,0,-1.632,0,0.0949,0.0494,0.0,0.323,0.763,129.958,221100
I-Yah,3ZY3X2iHuoAEJTB4mKTggj,['WJSN'],"{'k-pop girl group', 'k-pop'}",False,2018-09-19,36,0.617,0.86,7,-2.553,1,0.0469,0.0569,0.0,0.0745,0.537,124.056,227840
I GOT A BOY,2WkPfNd237yc0l5KewCDpp,"[""Girls' Generation""]","{'j-idol', 'k-pop girl group', 'k-pop'}",False,2013-01-01,56,0.502,0.863,4,-1.273,0,0.272,0.0342,0.0,0.538,0.527,97.911,271326
Dazzling Girl,17Q2KNoI6tiK7zQMbGlr2h,['SHINee'],"{'k-pop boy group', 'k-pop'}",False,2013-06-21,19,0.688,0.914,11,-2.798,1,0.0371,0.0983,0.0,0.703,0.776,129.996,210627
What are you doing today?!,4WN2fmsWaeArBGmHPKYsyi,['HA SUNG WOON'],{'k-pop'},False,2019-07-08,28,0.804,0.685,0,-4.945,0,0.0422,0.0178,0.0,0.196,0.759,111.967,201347
Polar Star,2BlWIxX8IJGuCqA3ES2e1J,['FTISLAND'],"{'korean pop', 'k-pop boy group', 'k-rock', 'k-pop'}",False,2020-05-20,17,0.385,0.965,6,-2.921,1,0.128,0.00611,0.0,0.389,0.418,151.965,242639
White Night,33txTXgQioQ5eaXc7yWd67,['NCT 127'],"{'k-pop boy group', 'k-pop'}",False,2020-03-06,50,0.56,0.568,7,-3.967,0,0.0288,0.203,0.0,0.13,0.214,70.978,243427
Humanoids,2tpUPxgw7wmJeLjgaOeG1s,['TVXQ!'],"{'korean pop', 'k-pop boy group', 'k-pop'}",False,2014-05-22,32,0.735,0.933,1,-4.745,1,0.0732,0.0034,0.000133,0.922,0.447,119.971,226992
Far away… Young love,3sm4Y7jIMFIFsviVYo9xXr,['C-CLOWN'],"{'k-pop boy group', 'k-pop'}",False,2012-11-15,39,0.637,0.803,7,-3.481,1,0.112,0.139,0.0,0.585,0.737,183.96,224549
Tried to walk,2EZN8NPWyihMDMZ6l3vKZI,['B1A4'],"{'k-pop boy group', 'k-pop'}",False,2012-11-12,45,0.661,0.771,0,-6.054,1,0.0647,0.11,0.0,0.204,0.662,132.95,216805
JANUS,2TnisrTHhBfZTlfPQa2M6v,['BOYFRIEND'],"{'k-pop boy group', 'j-pop boy group', 'k-pop'}",False,2012-11-08,43,0.517,0.948,6,-3.402,0,0.0761,0.0139,0.0,0.131,0.701,94.005,208274
Nillili Mambo,4fZYGHiRcKxwVSnF498uaE,['Block B'],"{'k-pop boy group', 'korean r&b', 'k-pop'}",False,2012-10-17,51,0.755,0.839,9,-2.693,0,0.0538,0.0119,0.0,0.0905,0.512,109.938,205322
Hurry UP (Palliwow),2JisWglHD5qVsLMlLuz99L,['24K'],"{'k-pop boy group', 'k-pop'}",False,2012-09-06,15,0.618,0.959,6,-2.275,1,0.154,0.0888,0.0,0.36,0.717,114.049,218880
Rock Ur Body,6umGsF6dYcjfZhZZDVL7wk,['VIXX'],"{'k-pop boy group', 'k-pop'}",False,2012-08-14,32,0.693,0.864,0,-1.301,1,0.0608,0.00874,0.0,0.102,0.852,130.031,222249
Be ma girl,2YcEIRw6dhdtAwg1E1dNky,['TEEN TOP'],"{'korean pop', 'k-pop boy group', 'k-pop'}",False,2012-08-03,36,0.704,0.857,9,-2.558,1,0.0398,0.0235,0.0,0.0658,0.833,130.018,198818
Friday (T.G.I.Friday`s Brand Song),1nvleAzfTcivKS7aj2UnPe,['CNBLUE'],"{'k-pop boy group', 'k-pop'}",False,2012-07-31,17,0.603,0.941,4,-3.285,0,0.0688,0.00698,0.0,0.352,0.818,143.944,200255
Bing Bing,0tHkBl71ZHXaFdc0sNGQHz,['Red Velvet'],"{'k-pop girl group', 'k-pop'}",False,2019-12-23,47,0.774,0.888,10,-3.689,1,0.0641,0.106,3.84e-05,0.432,0.45,114.035,202404
SOLO,2wVDWtLKXunswWecARNILj,['JENNIE'],{'k-pop'},False,2018-11-12,74,0.751,0.642,3,-5.165,0,0.087,0.0861,0.0,0.0953,0.388,95.045,169567
Loving U,65w0pdINTiQjWBaE4Rws9Y,['SISTAR'],"{'korean pop', 'k-pop girl group', 'k-pop'}",False,2012-06-28,50,0.69,0.85,9,-2.057,1,0.0793,0.191,0.0,0.291,0.891,124.945,217992
Love Style,2Yfa0T7tevc8tWqlIaq5eK,['BOYFRIEND'],"{'k-pop boy group', 'j-pop boy group', 'k-pop'}",False,2012-06-14,26,0.65,0.979,8,-2.223,1,0.094,0.0424,0.0,0.0401,0.702,122.922,191086
Electric Shock,7tMN6iGJMulMFpSCeU7pmU,['f(x)'],"{'k-pop girl group', 'k-pop'}",False,2012-06-10,55,0.757,0.898,5,-1.632,0,0.0327,0.0927,7.85e-06,0.493,0.537,125.029,196947
OMG (Oh My God),5EuXi5p1tkKi19v4exT7B4,"[""Girls' Generation-TTS""]","{'k-pop girl group', 'k-pop'}",False,2012-04-30,28,0.73,0.948,7,-1.027,1,0.18,0.0888,1.54e-05,0.392,0.78,137.839,204437
