Post,Date,Artist,Song Name,Korean Name,Director,Video,Type,Release
,3/22/2015,FTISLAND,Pray,,,Youtube,Boy,Major
,3/19/2015,CNBLUE,White,,,Youtube,Boy,Japanese
,3/19/2015,Bubble X,Why Didn't I Know It Then,그땐 왜 몰랐을까,,Youtube,Girl,Minor
,3/18/2015,Untouchable,Crayon,크레파스,,Youtube,Boy,Major
,3/18/2015,Davichi,Two Lovers,두사랑,,Youtube,Girl,Major
,3/18/2015,CLC,Pepe,페페,ZANYBROS,Youtube,Girl,Major
,3/17/2015,SUS4,Shake It,흔들어,,Youtube,Girl,Major
,3/17/2015,BtoB,The future (tomorrow),未来（あした）,,Youtube,Boy,Japanese
,3/15/2015,Red Velvet,Ice Cream Cake,아이스크림 케이크,Woogie Kim,Youtube,Girl,Major
,3/14/2015,Red Velvet,Automatic,오토매틱,Shin Heewon,Youtube,Girl,Major
,3/11/2015,V.O.S,Someday,어느날 어느곳 어디선가,,Youtube,Boy,Major
,3/11/2015,Madtown,New World,드루와,,Youtube,Boy,Major
,3/10/2015,Stellar,Fool,멍청이,ZANYBROS,Youtube,Girl,Major
,3/10/2015,SHINee,Your Number,,,Youtube,Boy,Japanese
,3/10/2015,A.cian,Magic Girl,마녀시대,,Youtube,Boy,Minor
,3/8/2015,Boyfriend,Bounce,바운스,,Youtube,Boy,Major
,3/5/2015,B.I.G,Between Night n Music,밤과 음악 사이,,Youtube,Boy,Major
,3/5/2015,K-Much,Fish in a Bowl,어항 속 물고기,,Youtube,Boy,Major
,3/5/2015,Super Junior-D&E,Growing Pains,너는 나만큼,,Youtube,Boy,
,3/3/2015,Fiestar,You're Pitiful,짠해,,Youtube,Girl,Major
,3/1/2015,Myname,Stop The Time,,,Youtube,Boy,Japanese
,2/26/2015,NU'EST,I'm Bad,아임베드,PASTEL GLYPH,Youtube,Boy,Major
,2/25/2015,Shinhwa,Sniper,표적,,Youtube,Boy,Major
,2/25/2015,Lip Service,In The Spring,봄 되면 어쩌나,,Youtube,Girl,Major
,2/24/2015,Untouchable,Mask On,,,Youtube,Boy,Major
,2/24/2015,U-KISS,Action,,,Youtube,Boy,Japanese
Post,2/23/2015,VIXX,Love Equation,이별공식,,Youtube,Boy,Major
,2/22/2015,Rainbow,Black Swan,블랙스완,,Youtube,Girl,Major
,2/16/2015,K-Much,24-Dec,12월 24일,,Youtube,Boy,Major
,2/15/2015,Niel,Lovekiller,못된 여자,,Youtube,Boy Solo,Major
,2/11/2015,Infinite,Dilemma,,,Youtube,Boy,Japanese
,2/11/2015,Myname,To Very So Much,너무 very 막,,Youtube,Boy,Major
,2/9/2015,After School,Shine,,,Youtube,Girl,Japanese
,2/8/2015,Berry Good,Because of You,요즘 너 때문에 난,,Youtube,Girl,Major
,2/8/2015,4Minute,Crazy,미쳐,ZANYBROS,Youtube,Girl,Major
,2/5/2015,Mamamoo,My Everything,내 눈 속엔 너,,Youtube,Girl,OST
,2/2/2015,Shinhwa,Memory,,,Youtube,Boy,Major
,1/28/2015,A.T.O,Crazy,미친,,Youtube,Boy,Major
,1/28/2015,Sunny Hill,Child In Time,교복을 벗고,,Youtube,Girl,Major
,1/26/2015,Wassup,Stupid Liar,,,Youtube,Girl,Major
,1/25/2015,Infinite H,Pretty,예뻐,ZANYBROS,Youtube,Boy,Major
,1/25/2015,4Minute,Cold Rain,추운 비,ZANYBROS,Youtube,Girl,Minor
,1/23/2015,Davichi,"Sorry, I'm Happy",행복해서 미안해,,Youtube,Girl,Major
,1/23/2015,B1A4,Shiroi Kiseki,白いキセキ,,Youtube,Boy,Japanese
,1/22/2015,U-KISS,Playground,놀이터,,Youtube,Boy,Major
,1/22/2015,1PUNCH,Nightmare,나이트메어,,Youtube,Boy,Minor
,1/22/2015,1PUNCH,Turn me back,돌려놔,,Youtube,Boy,Major
,1/22/2015,9MUSES,Drama,드라마,ZANYBROS,Youtube,Girl,Major
,1/21/2015,Davichi,Cry Again,또 운다 또,,Youtube,Girl,Major
,1/20/2015,The Legend,Trace,흔적,,Youtube,Boy,Major
,1/16/2015,Big Byung,Ojingeo Doenjang,오징어 된장,,Youtube,Boy,Special
Post,1/14/2015,GFRIEND,Glass Bead,유리구슬,ZANYBROS,Youtube,Girl,Major
,1/13/2015,JJCC,Fire,질러,,Youtube,Boy,Major
,1/12/2015,Tahiti,Phone Number,폰넘버,,Youtube,Girl,Major
,1/10/2015,Jonghyun,Déjà-Boo feat. Zion.T,데자-부,,Youtube,Boy Solo,Minor
,1/8/2015,Hello Venus,Wiggle Wiggle,위글위글,ZANYBROS,Youtube,Girl,Major
,1/8/2015,Noel,Your Voice,목소리,,Youtube,Boy,Major
,1/8/2015,Jonghyun,Crazy (Guilty Pleasure) feat IRON,크레이지 (길티 플레져),,Youtube,Boy Solo,Major
,1/8/2015,HALO,Surprise,서프라이즈,,Youtube,Boy,Major
,1/6/2015,Flashe,My Day,마이데이,,Youtube,Girl,Major
,1/5/2015,Tritops,Your Fever,너의 체온,,Youtube,Boy,Major
,1/4/2015,4Ten,Why,왜 이래,,Youtube,Girl,Major
,1/4/2015,High4,Day By Day,비슷해,,Youtube,Boy,Major
,1/2/2015,Epik High,Shoebox,신발장,,Youtube,Boy,Minor
Post,12/28/2014,Sonamoo,Deja vu,데자뷰,ZANYBROS,Youtube,Girl,Major
,12/28/2014,The SeeYa,The Song of Love,사랑의 노래,,Youtube,Girl,Major
,12/21/2014,BtoB,The Winter's Tale,울면 안 돼,,Youtube,Boy,Major
,12/15/2014,Nell,Green Nocturne,청춘연가,,Youtube,Boy,Major
,12/11/2014,V.O.S,The End,반대로만 살자,,Youtube,Boy,Major
,12/11/2014,MelodyDay,Anxious,겁나,,Youtube,Girl,Minor
,12/10/2014,Teen Top,Snow Kiss,눈사탕,,Youtube,Boy,Minor
,12/8/2014,Wassup,Shut Up U,시끄러워U,,Youtube,Girl,Major
,12/5/2014,"Dynamic Duo, Lena Park",SsSs,싱숭생숭,,Youtube,Boy,Major
,12/4/2014,BtoB,You Can Cry,울어도 돼,,Youtube,Boy,Minor
,12/3/2014,Untouchable,Clockwork,,,Youtube,Boy,Major
,12/3/2014,Luluz,How About Me?,넌 나 어때?,,Youtube,Girl,Major
,12/3/2014,Wanna.B,My Type,,,Youtube,Girl,Major
,12/3/2014,A-Daily,If You Don't Tell Me,말을 해야 알지,,Youtube,Girl,Major
,12/2/2014,Clazziquai Project,Call Me Back,,,Youtube,Co-ed,Minor
,12/2/2014,Clazziquai Project,Android,,,Youtube,Co-ed,Minor
,11/30/2014,Infinite F,Heartthrob,가슴이 뛴다,Dari Cho (FPK),Youtube,Boy,Major
,11/28/2014,Yery Band,Snow Love,눈사랑,,Youtube,Co-ed,Major
,11/28/2014,U-KISS,Sweetie,,,Youtube,Boy,Japanese
,11/28/2014,M.C The Max,Look at,바라보기,,Youtube,Boy,Major
,11/26/2014,Sunny Hill,Here I Am,지우다,,Youtube,Girl,Major
,11/24/2014,Tiny-G M,The Only One,,,Youtube,Girl,Major
,11/24/2014,BIGFLO,BAD MAMA JAMA,배드마마자마,,Youtube,Boy,Major
,11/23/2014,Apink,LUV,러브,ZANYBROS,Youtube,Girl,Major
,11/23/2014,Zest,My All,,,Youtube,Boy,Major
,11/23/2014,T-ara,Little Apple,,,Youtube,Girl,CF
,11/20/2014,GD X TAEYANG,Good Boy,굿보이,,Youtube,Boy,Major
Post,11/20/2014,Mamamoo,Piano Man,피아노 맨,Kwon Soonwook,Youtube,Girl,Major
,11/19/2014,HALO,Come On Now,어서 이리온now,,Youtube,Boy,Major
,11/19/2014,The Legend,I Wanna Know,,,Youtube,Boy,Major
,11/17/2014,5URPRISE,From My Heart,프롬 마이 하트,,Youtube,Boy,Major
,11/16/2014,Lovelyz,Candy Jelly Love,캔디 젤리 러브,Digipedi,Youtube,Girl,Major
,11/16/2014,GOT7,Stop Stop It,하지하지마,Naive,Youtube,Boy,Major
,11/11/2014,Boys Republic,The Real One,진짜가 나타났다,,Youtube,Boy,Major
Post,11/10/2014,AOA,Like a Cat,사뿐사뿐,,Youtube,Girl,Major
,11/9/2014,Teen Top,I'm Sorry,우린 문제 없어,,Youtube,Boy,Major
,11/9/2014,Lovelyz,Good Night Like Yesterday,어제처럼 굿나잇,Digipedi,Youtube,Girl,Minor
,11/9/2014,CROSS GENE,"I'm Not a Boy, Not Yet a Man",어려도 남자야,,Youtube,Boy,Major
,11/7/2014,Urban Zakapa,Self Hatred,미운 나,,Youtube,Co-ed,Major
,11/6/2014,Year 7 Class 1,Break Up Fighting,이별파이팅,,Youtube,Girl,Major
,11/5/2014,Hello Venus,Sticky Sticky,끈적끈적,,Youtube,Girl,Major
,11/4/2014,Urban Zakapa,Consulation,위로,,Youtube,Co-ed,Major
,11/4/2014,Spica,Ghost,고스트,,Youtube,Girl,Major
,11/2/2014,Boyfriend,White Out,화이트 아웃,,Youtube,Boy,Minor
,10/30/2014,LABOUM,What About You,어떡할래,,Youtube,Girl,Major
,10/30/2014,The Legend,Lost,로스트,,Youtube,Boy,Major
,10/29/2014,2AM,Over The Destiny,나타나 주라,,Youtube,Boy,Major
,10/28/2014,A.cian,Ouch,아우치,,Youtube,Boy,Major
,10/28/2014,As One,For the night,오늘같은 날,,Youtube,Girl,Major
,10/28/2014,Hotshot,Take A Shot,테이크 어 샷,,Youtube,Boy,Major
,10/27/2014,Super Junior,Evanesce,백일몽,,Youtube,Boy,Minor
,10/26/2014,2AM,Days Like Today,오늘따라,,Youtube,Boy,Major
,10/24/2014,D.Holic,I Don’t Know,몰라요,,Youtube,Girl,Major
,10/24/2014,D.Holic,Without You,,,Youtube,Girl,Major
,10/23/2014,Topp Dogg,Annie,애니,,Youtube,Boy,Major
,10/23/2014,Uniq,Born To Fight,,,Youtube,Boy,OST
,10/23/2014,Beast,How are you?,キミはどう？,,Youtube,Boy,Japanese
,10/23/2014,S,Without You,하고 싶은 거다,,Youtube,Boy,Major
,10/22/2014,Super Junior,This Is Love,디스이즈러브,,Youtube,Boy,Major
,10/22/2014,g.o.d,Wind,바람,,Youtube,Boy,Major
Post,10/21/2014,BTS,War of Hormone,호르몬 전쟁,,Youtube,Boy,Major
,10/21/2014,Epik High,Spoiler + Happy Ending,스포일러 + 헤픈엔딩,,Youtube,Boy,Major
,10/20/2014,B.I.G,Are You Ready?,준비됐나요,,Youtube,Boy,Major
,10/20/2014,Epik High,Born Hater,,,Youtube,Boy,Major
,10/19/2014,Beast,12:30,12시 30분,Tiger Cave,Youtube,Boy,Major
,10/19/2014,Uniq,Falling In Love,,,Youtube,Boy,Major
,10/15/2014,AlphaBAT,#A-Ya,#아야,,Youtube,Boy,Minor
,10/14/2014,Girl's Day,I Miss You,보고싶어,Lim Sungwan,Youtube,Girl,Minor
,10/14/2014,Girls' Generation,Divine,,,Youtube,Girl,Japanese
Post,10/13/2014,VIXX,Error,에러,ZANYBROS,Youtube,Boy,Major
,10/13/2014,Song Jieun,Twenty-Five,예쁜 나이 25살,ZANYBROS,Youtube,Girl Solo,Major
,10/12/2014,Boyfriend,Witch,위치,,Youtube,Boy,Major
,10/10/2014,T-ara,Number Nine,넘버나인,ZANYBROS,Youtube,Girl,Major
,10/10/2014,T-ara,Because I Know,느낌아니까,ZANYBROS,Youtube,Girl,Minor
,10/10/2014,NU'EST,Shalala Ring,,,Youtube,Boy,Japanese
,10/9/2014,Red Velvet,Be Natural,비내츄럴,Kwon Soonwook,Youtube,Girl,Major
,10/6/2014,Gavy NJ,I Wish,좋겠다,,Youtube,Girl,Major
,10/5/2014,Madtown,YOLO,욜로,,Youtube,Boy,Major
,9/30/2014,FTISLAND,To The Light,,,Youtube,Boy,Japanese
,9/30/2014,GOT7,Around The World,,,Youtube,Boy,Japanese
,9/29/2014,Noel,The Day,그날이야,,Youtube,Boy,Major
,9/28/2014,BtoB,You're So Fly,넌 감동이야,ZANYBROS,Youtube,Boy,Major
,9/26/2014,BEATWIN,Illusion,일루션,,Youtube,Boy,Major
,9/25/2014,ZPZG,Go Crazy,미치겠다,,Youtube,Boy,Major
,9/23/2014,Song Jieun,Don't Look at me Like That,쳐다보지마,ZANYBROS,Youtube,Girl Solo,Minor
,9/18/2014,Clazziquai Project,Still I'm By Your Side,내게 돌아와,,Youtube,Co-ed,Major
,9/18/2014,Minx,Why Did You Come To My Home?,우리 집에 왜 왔니?,August Frogs,Youtube,Girl,Major
,9/17/2014,Girls' Generation-TTS,Holler,,ZANYBROS,Youtube,Girl,Major
,9/15/2014,Ladies' Code,I'm Fine Thank You,,,Youtube,Girl,Minor
,9/15/2014,N*White,Hello Boy,동화,,Youtube,Girl,Major
,9/14/2014,Teen Top,Missing,쉽지않아,,Youtube,Boy,Major
,9/11/2014,T-ara,SUGAR FREE,슈가프리,ZANYBROS,Youtube,Girl,Major
,9/11/2014,Spica.S,Give Your Love,남주긴 아까워?,,Youtube,Girl,Major
,9/9/2014,2PM,Go Crazy!,미친거 아니야?,,Youtube,Boy,Major
,9/4/2014,A.KOR,But Go,벗 고,,Youtube,Girl,Major
,9/2/2014,Orange Caramel,The Gangnam Avenue,강남거리,,Youtube,Girl,Minor
,8/30/2014,WINNER,I'm Him (Mino Solo),걔 세,FantazyLab,Youtube,Boy,Major
,8/29/2014,Baechigi,Boy Jump,소년점프,,Youtube,Boy,Major
,8/28/2014,Super Junior,Mamacita,마마시타 (아야야),,Youtube,Boy,Major
,8/28/2014,100%,Summer Hero,썸머 히어로,,Youtube,Boy,Major
,8/27/2014,CNBLUE,Radio,,,Youtube,Boy,Japanese
,8/27/2014,LABOUM,Pit-a-pat,두근두근,,Youtube,Girl,Major
,8/26/2014,EXID,Up&Down,위아래,Digipedi,Youtube,Girl,Major
,8/26/2014,High4,Headache,뱅뱅뱅,,Youtube,Boy,Major
,8/25/2014,Touch,Me,난,,Youtube,Boy,Major
,8/25/2014,SISTAR,I Swear,아이 스웨어,,Youtube,Girl,Major
,8/25/2014,4Ten,Tornado,토네이도,,Youtube,Girl,Major
,8/21/2014,AlphaBAT,Oh My Gosh!,답정너,,Youtube,Boy,Minor
,8/20/2014,JJCC,Bing Bing Bing,빙빙빙,,Youtube,Boy,Major
,8/20/2014,Stellar,Mask,마스크,,Youtube,Girl,Major
,8/20/2014,Lip Service,Too Fancy,돈비싸,,Youtube,Girl,Major
,8/20/2014,Sunny Hill,Monday Blues,먼데이 블루스,,Youtube,Girl,Major
,8/19/2014,BTS,Danger,댄저,Lumpens,Youtube,Boy,Major
,8/19/2014,Big Byung,Stress Come On,스트레스 컴온!,,Youtube,Boy,Special
,8/17/2014,KARA,Mamma Mia,맘마미아,,Youtube,Girl,Major
,8/17/2014,Orange Caramel,My Copycat,나처럼 해봐요,,Youtube,Girl,Major
,8/15/2014,Taemin,Danger,괴도,Woogie Kim,Youtube,Boy Solo,Major
,8/11/2014,B.A.P,Excuse Me,익스큐즈미,,Youtube,Boy,Japanese
,8/11/2014,WINNER,empty,공허해,Seo Hyunseung,Youtube,Boy,Major
,8/11/2014,WINNER,Color Ring,컬러링,Dee Shin,Youtube,Boy,Major
,8/10/2014,SECRET,I'm In Love,아임 인 러브,ZANYBROS,Youtube,Girl,Major
,8/7/2014,Spica,I Did It,,,Youtube,Girl,English
,8/6/2014,Ladies' Code,Kiss Kiss,키스 키스,,Youtube,Girl,Major
,8/3/2014,Red Velvet,Happiness,행복,Woogie Kim,Youtube,Girl,Major
,8/1/2014,Clazziquai Project,Madly,,,Youtube,Co-ed,Major
,8/1/2014,4L,Move,무브,,Youtube,Girl,Major
,8/1/2014,Girls' Generation,Indestructible,,,Youtube,Girl,Japanese
,7/31/2014,Sunny Hill,Once in Summer,그 해 여름,,Youtube,Girl,Major
,7/30/2014,CNBLUE,Go Your Way,,,Youtube,Boy,Japanese
,7/28/2014,JYJ,Back Seat,,,Youtube,Boy,Major
,7/28/2014,LC9,East of Eden,에덴의 동쪽,,Youtube,Boy,Minor
,7/28/2014,NU'EST,Storybook,,,Youtube,Boy,Minor
,7/28/2014,"High4, Lim Kim",A Little Close,해요 말고 해,,Youtube,Boy,Major
,7/27/2014,Zest,Last Night Story,어젯밤 이야기,,Youtube,Boy,Major
,7/27/2014,BESTie,Hot Baby,핫 베이비,,Youtube,Girl,Major
,7/26/2014,CROSS GENE,Shooting Star,슈팅스타,,Youtube,Boy,Minor
,7/23/2014,Blast,Git It Girl,기릿걸,,Youtube,Boy,
,7/23/2014,Block B,HER,헐,Tiger Cave,Youtube,Boy,Major
,7/22/2014,Daybreak,Hot Fresh,,,Youtube,Boy,Major
,7/21/2014,Delight,Hate You!,내가 없냐!,,Youtube,Girl,Major
,7/21/2014,Boys Republic,Dress Up,예쁘게 입고 나와,,Youtube,Boy,Major
,7/21/2014,Boyfriend,Here!,,,Youtube,Boy,Japanese
,7/20/2014,Infinite,Back,백,,Youtube,Boy,Major
,7/20/2014,SISTAR,Touch My Body,터치 마이 바디,,Youtube,Girl,Major
,7/16/2014,"Dynamic Duo, DJ Premier",AEAO,,,Youtube,Boy,Major
,7/16/2014,Lucky J,Can You Hear Me,들리니,,Youtube,Co-ed,Major
,7/14/2014,A.KOR,Payday,페이데이,,Youtube,Girl,Major
,7/13/2014,Crayon Pop,Hey Mister,헤이 미스터,,Youtube,Girl,Major
,7/13/2014,Girl's Day,Darling,달링,,Youtube,Girl,Major
,7/13/2014,B1A4,Solo Day,솔로데이,Sunny Visual,Youtube,Boy,Major
,7/10/2014,BESTie,Like a Star,별처럼,,Youtube,Girl,Minor
,7/10/2014,g.o.d,The Story of Our Lives,우리가 사는 이야기,,Youtube,Boy,Major
,7/10/2014,CROSS GENE,BILLION DOLLA,빌리언달러,Teppei Nakamura,Youtube,Boy,Japanese
,7/8/2014,B.I.G,Hello,안녕하세요,,Youtube,Boy,Major
,7/8/2014,Evening,Always A Child,언제나 어린애,,Youtube,Co-ed,Major
,7/8/2014,g.o.d,Saturday Night,,,Youtube,Boy,Major
,7/8/2014,The Legend,Left Out,미.남,,Youtube,Boy,Major
,7/8/2014,NU'EST,Good Bye Bye,굿 바이 바이,ZANYBROS,Youtube,Boy,Major
,7/8/2014,CROSS GENE,Amazing - Bad Lady -,어메이징 배드 레이디,,Youtube,Boy,Major
,7/7/2014,100%,U Beauty,니가 예쁘다,,Youtube,Boy,Major
,7/7/2014,C-Clown,Let's Love,나랑만나,,Youtube,Boy,Major
,7/4/2014,Davichi,Don't Move,움직이지마,,Youtube,Girl,Major
,7/4/2014,LU:KUS,So Into U,기가막혀,,Youtube,Boy,Major
,7/4/2014,Clazziquai Project,Love Satellite,,,Youtube,Co-ed,Major
,7/3/2014,Song Jieun,False Hope,희망고문,ZANYBROS,Youtube,Girl Solo,Major
,7/2/2014,Tiny-G,Ice Baby,아이스 베이비,,Youtube,Girl,Major
,7/2/2014,A-JAX,Vampire Flower,뱀파이어의 꽃,,Youtube,Boy,OST
,7/2/2014,Wings,Blossom,꽃이 폈어요,,Youtube,Girl,Major
,7/2/2014,f(x),Red Light,레드 라이트,,Youtube,Girl,Major
,7/1/2014,Fiestar,One More,하나 더,,Youtube,Girl,Major
,6/30/2014,g.o.d,Sky Blue Promise,하늘색 약속,,Youtube,Boy,Major
,6/25/2014,2NE1,Crush,,Seo Hyunseung,Youtube,Girl,Japanese
,6/25/2014,HALO,Fever,체온이 뜨거워,,Youtube,Boy,Major
,6/24/2014,Untouchable,Take Out,,,Youtube,Boy,Major
,6/22/2014,HISTORY,Psycho,싸이코,,Youtube,Boy,Major
,6/22/2014,GOT7,A,에이,Naive,Youtube,Boy,Major
,6/22/2014,BIGFLO,Delilah,딜라일라,ZANYBROS,Youtube,Boy,Major
,6/19/2014,Davichi,Pillow,팔베개,,Youtube,Girl,Major
,6/18/2014,AOA,Short Hair,단발머리,,Youtube,Girl,Major
,6/17/2014,Dynamic Duo,Summer Time,자리비움,,Youtube,Boy,Major
Post,6/17/2014,Mamamoo,Mr. Ambiguous,Mr. 애매모호,Min Oh,Youtube,Girl,Major
,6/15/2014,Beast,Good Luck,굿 럭,Tiger Cave,Youtube,Boy,Major
,6/15/2014,Apink,Crystal,크리스탈,,Youtube,Girl,Minor
,6/11/2014,Tahiti,Oppa You're Mine,오빤내꺼,,Youtube,Girl,Major
,6/10/2014,Boyfriend,Alarm,알람,,Youtube,Boy,Minor
,6/9/2014,Beast,No More,이젠 아니야,Tiger Cave,Youtube,Boy,Minor
,6/9/2014,Wassup,Fire,,,Youtube,Girl,Major
,6/9/2014,Bob Girls,No Way,노웨이,,Youtube,Girl,Major
,6/8/2014,Topp Dogg,Topdog,,,Youtube,Boy,Major
,6/8/2014,N-Sonic,Pop Beyond,빠삐용,,Youtube,Boy,Major
,6/5/2014,Davichi,Again,헤어졌다 만났다,,Youtube,Girl,Major
,6/5/2014,Fly To The Sky,Years Apart,십년이 지나도,,Youtube,Boy,Minor
,6/5/2014,ZE:A,Breathe,숨소리,,Youtube,Boy,Major
,6/4/2014,Boyfriend,Obsession,너란 여자,,Youtube,Boy,Major
,6/2/2014,B.A.P,Where Are You?,어디니? 뭐하니?,ZANYBROS,Youtube,Boy,Minor
,6/1/2014,U-KISS,Quit Playing,끼부리지마,,Youtube,Boy,Major
,5/29/2014,SHINee,Lucky Star,,,Youtube,Boy,Japanese
,5/29/2014,Dynamic Duo,Life Is Good,거품 안 넘치게 따라줘,,Youtube,Boy,Minor
,5/28/2014,N-Sonic,Crazy,미치겠네,,Youtube,Boy,Major
Post,5/26/2014,VIXX,ETERNITY,기적,ZANYBROS,Youtube,Boy,Major
,5/26/2014,Year 7 Class 1,Always,,,Youtube,Girl,Major
,5/26/2014,Boyfriend,Startup!,スタートアップ！,,Youtube,Boy,Japanese
,5/25/2014,15&,Sugar,슈가,,Youtube,Girl,Major
,5/21/2014,Berry Good,Love Letter,러브레터,,Youtube,Girl,Major
,5/20/2014,Infinite,Last Romeo,라스트 로미오,,Youtube,Boy,Major
,5/20/2014,Beast,Adrenaline,아드레날린,,Youtube,Boy,Japanese
,5/20/2014,Fly To The Sky,You You You,너를 너를 너를,,Youtube,Boy,Major
,5/20/2014,2NE1,Gotta Be You,너 아님 안,Han Samin,Youtube,Girl,Major
,5/19/2014,Urban Zakapa,Like A Bird,,,Youtube,Co-ed,Major
,5/19/2014,Flashe,Hey You,헤이 유,,Youtube,Girl,Major
,5/19/2014,Orange Caramel,Abing Abing,아빙아빙,,Youtube,Girl,Major
,5/15/2014,Mr.Mr,Big Man,빅 맨,,Youtube,Boy,Major
,5/14/2014,BTL,Too-G,투지,,Youtube,Boy,Major
,5/12/2014,4Men,Erase,지우고 싶다,,Youtube,Boy,Major
,5/12/2014,4Men,Ok,,,Youtube,Boy,Major
,5/12/2014,T-ara,Lucky Wannabeee!,,,Youtube,Girl,Japanese
,5/11/2014,Jun Hyoseong,Good-night Kiss,굿나잇 키스,ZANYBROS,Youtube,Girl Solo,Major
,5/8/2014,FTISLAND,Be Free,,,Youtube,Boy,Japanese
,5/6/2014,EXO,Overdose,중독,ZANYBROS,Youtube,Boy,Major
,5/6/2014,Mr.Mr,It's You,,,Youtube,Boy,Major
,5/1/2014,AKMU,Give Love,기브 러브,,Youtube,Co-ed,Major
,4/27/2014,100%,Phone,전화,,Youtube,Boy,Minor
,4/15/2014,CNBLUE,Still,,,Youtube,Boy,Japanese
,4/14/2014,AKMU,Melted,얼음들,Dee Shin,Youtube,Co-ed,Major
,4/14/2014,Nell,The great escape,소멸탈출,,Youtube,Boy,Minor
,4/14/2014,Block B,Jackpot,잭팟,,Youtube,Boy,Major
,4/11/2014,2000won,I Hate Seoul,서울이 싫어졌어,,Youtube,Boy,Major
,4/7/2014,AKMU,200%,이백퍼센트,,Youtube,Co-ed,Major
,4/7/2014,"High4, IU","Not Spring, Love, or Cherry Blossoms","봄,사랑,벚꽃 말고",,Youtube,Boy,Major
,4/6/2014,Toheart,Tell Me Why,,,Youtube,Boy,Major
,4/6/2014,BTS,Just One Day,하루만,Lumpens,Youtube,Boy,Major
,4/4/2014,CNBLUE,Truth,,,Youtube,Boy,Japanese
,4/4/2014,AliceWhite,Baby Like That,빙빙빙,,Youtube,Girl,Major
,4/2/2014,Speed,Look At Me Now,룩 앳 미 나우,,Youtube,Boy,Major
,4/1/2014,Billionaire,That Night,그날밤에,,Youtube,Boy,Major
,3/31/2014,Crayon Pop,Uh-ee,어이,,Youtube,Girl,Major
Post,3/30/2014,Apink,Mr. Chu,미스터 츄,Digipedi,Youtube,Girl,Major
,3/30/2014,M.I.B,Chisa'Bounce,치사BOUNCE,,Youtube,Boy,Major
,3/30/2014,Super Junior-M,Swing,,,Youtube,Boy,Major
,3/27/2014,A-PRINCE,Kiss Scene,키스할래요,,Youtube,Boy,Major
,3/27/2014,Tint,Wolf Is Stupid,늑대들은 몰라요,,Youtube,Girl,Major
,3/25/2014,Gavy NJ,How Are You?,별일없니?,,Youtube,Girl,Major
,3/24/2014,Baechigi,Dduraeyo,뜨래요,,Youtube,Boy,Major
,3/24/2014,Boyfriend,My Avatar,,,Youtube,Boy,Japanese
,3/23/2014,JJCC,At First,첨엔 다 그래,,Youtube,Boy,Major
,3/23/2014,MBLAQ,Be A Man,남자답게,,Youtube,Boy,Major
,3/17/2014,Speed,Zombie Party,좀비파티,,Youtube,Boy,Major
,3/16/2014,100%,Beat,심장이 뛴다,,Youtube,Boy,Major
,3/16/2014,FTISLAND,Uncharted Future,未体験Future,,Youtube,Boy,Japanese
,3/16/2014,4Minute,Whatcha Doin' Today?,오늘 뭐해,ZANYBROS,Youtube,Girl,Major
,3/11/2014,Wings,Hair Short,,,Youtube,Girl,Major
,3/11/2014,Orange Caramel,Catallena,까탈레나,,Youtube,Girl,Major
,3/10/2014,Toheart,Delicious,,,Youtube,Boy,Major
,3/2/2014,1PS,Because I'm your girl,여자이니까,,Youtube,Girl,Major
,3/2/2014,2NE1,Happy,해피,Han Samin,Youtube,Girl,Major
,3/2/2014,2NE1,Come Back Home,컴백홈,Dee Shin,Youtube,Girl,Major
,2/27/2014,BESTie,Thank U Very Much,땡큐 베리 머치,ZANYBROS,Youtube,Girl,Major
,2/27/2014,Nell,Four times around the sun,지구가 태양을 네번,,Youtube,Boy,Major
,2/26/2014,TVXQ!,Spellbound,수리수리,,Youtube,Boy,Major
,2/26/2014,K-Girls,Not Bad,,,Youtube,Girl,Major
,2/25/2014,Girls' Generation,Mr.Mr,미스터미스터,Kim Beomchul,Youtube,Girl,Major
,2/24/2014,AlphaBAT,Tantara,딴따라,,Youtube,Boy,Major
,2/24/2014,MelodyDay,Another Parting,어떤 안녕,,Youtube,Girl,Major
,2/23/2014,CNBLUE,Can't Stop,캔트스톱,,Youtube,Boy,Major
,2/20/2014,Yery Band,Romeo Mannequin,로미오 마네킹,,Youtube,Co-ed,Major
,2/19/2014,AlphaBAT,Always,올웨이즈,,Youtube,Boy,Minor
,2/19/2014,Boys Republic,Video Game,비디오게임,Digipedi,Youtube,Boy,Major
,2/17/2014,Speed,Why I'm Not?,왜 난꼭,,Youtube,Boy,Major
,2/17/2014,Speed,Don't Tease Me!,놀리러 간다,,Youtube,Boy,Major
,2/16/2014,Sunmi,Full Moon,보름달,,Youtube,Girl Solo,Major
,2/16/2014,BtoB,Beep Beep,뛰뛰빵빵,ZANYBROS,Youtube,Boy,Major
,2/14/2014,Brown Eyed Soul,Pass Me By,,,Youtube,Boy,Major
,2/12/2014,Topp Dogg,Arario,아라리오,,Youtube,Boy,Major
,2/12/2014,Ladies' Code,So Wonderful,쏘 원더풀,,Youtube,Girl,Major
,2/12/2014,Vetty L,X Boy,독을품다,,Youtube,Girl,Major
,2/12/2014,C-Clown,Justice,암행어사,,Youtube,Boy,Major
Post,2/11/2014,BTS,Boy In Luv,상남자,Lumpens,Youtube,Boy,Major
